code,name
2881,富邦金
2883,開發金
2887,台新金
2882,國泰金
2886,兆豐金
2884,玉山金
2885,元大金
2890,永豐金
2892,第一金
2880,華南金
5880,合庫金
5876,上海商銀
5871,中租-KY
